latitude,longitude,land_use_label,distance_to_waterbody,distance_to_open_space,subzone,planning_area,region,elevation,temp_2024_04_07_min,temp_2024_04_07_max,temp_2024_04_07_median,temp_2024_04_08_min,temp_2024_04_08_max,temp_2024_04_08_median,temp_2024_04_09_min,temp_2024_04_09_max,temp_2024_04_09_median,temp_2024_04_10_min,temp_2024_04_10_max,temp_2024_04_10_median
1.328101201,103.6837663,WATERBODY,6.60E-05,0.009915588565,KIAN TECK,JURONG WEST,WEST REGION,17,33.17422206,34.03291929,33.17422206,28.02203868,34.46226791,30.26633113,26.04010928,34.918152,31.6407904,26.04010928,31.85229445,31.2064961
1.329991952,103.6881803,BUSINESS 2,0.00195930853,0.007314306949,KIAN TECK,JURONG WEST,WEST REGION,13,33.60357067,34.03291929,33.60357067,28.45138729,34.46226791,30.26633113,30.23779857,34.918152,32.57754346,26.68590763,32.17519363,31.2064961
1.332030019,103.6926351,BUSINESS 2,0.00169720323,0.004799605126,KIAN TECK,JURONG WEST,WEST REGION,11,34.03291929,34.46226791,34.03291929,27.16334145,34.89161652,31.42928635,26.04010928,35.69345547,29.87867939,26.04010928,32.17519363,31.52939527
1.330522436,103.6969722,BUSINESS 2,0.0002401313469,0.0068636767,KIAN TECK,JURONG WEST,WEST REGION,11,33.60357067,34.03291929,33.60357067,28.02203868,34.46226791,30.26633113,26.04010928,35.69345547,32.17519363,26.04010928,32.17519363,31.52939527
1.334327035,103.7213808,ROAD,0.006663781666,0.003346247538,TAMAN JURONG,JURONG WEST,WEST REGION,14,28.88073591,30.16878175,29.73943314,28.02203868,33.17422206,29.80905626,29.87867939,32.9798933,30.26633113,27.33170599,31.52939527,28.62330269
1.340279424,103.7183783,RESIDENTIAL,0.0004515304995,0.0001154135931,TAMAN JURONG,JURONG WEST,WEST REGION,11,30.16878175,33.17422206,30.16878175,28.45138729,34.03291929,30.26633113,29.87867939,34.14284852,31.47934081,28.62330269,32.17519363,31.2064961
1.340230103,103.7004023,WATERBODY,0,0.0006642388848,JURONG WEST CENTRAL,JURONG WEST,WEST REGION,19,30.16878175,30.16878175,30.16878175,28.45138729,33.60357067,30.21755644,29.87867939,34.14284852,31.42928635,27.33170599,31.85229445,30.88359692
1.332069176,103.701299,BUSINESS 2,0.00230319839,0.003303910662,KIAN TECK,JURONG WEST,WEST REGION,7,28.88073591,34.03291929,33.38889637,28.45138729,34.46226791,30.26633113,26.04010928,34.918152,31.42928635,26.68590763,32.17519363,31.36794569
1.346591888,103.7023207,UTILITY,0.0005833951938,0.003200045309,YUNNAN,JURONG WEST,WEST REGION,14,28.88073591,30.16878175,28.88073591,27.59269006,33.17422206,29.87867939,30.26633113,32.9798933,30.26633113,27.65460516,31.52939527,27.65460516
1.347465905,103.7197716,RESIDENTIAL,0.004846222713,0.00151600931,HONG KAH,JURONG WEST,WEST REGION,27,30.16878175,30.59813037,30.16878175,28.45138729,33.60357067,30.16878175,29.87867939,31.52939527,31.2064961,27.33170599,31.52939527,28.62330269
